1.764052345967664026e+00,8.411255388991582649e+00
4.001572083672232938e-01,2.452555355592000552e+00
9.787379841057392005e-01,3.686990969725744804e+00
2.240893199201457797e+00,8.451183106560927527e+00
1.867557990149967484e+00,5.561992575185774612e+00
-9.772778798764110153e-01,2.989065425896470618e+00
9.500884175255893682e-01,4.486557854291430836e+00
-1.513572082976978872e-01,1.949830771963846354e+00
-1.032188517935578448e-01,4.716504322893269041e+00
4.105985019383723289e-01,5.301711795311168984e+00
1.440435711608779867e-01,5.155646102748326243e+00
1.454273506962975082e+00,6.814591672201335548e+00
7.610377251469934157e-01,3.660849765239284626e+00
1.216750164928284139e-01,5.153414986084690952e+00
4.438632327454256621e-01,3.619723094539470942e+00
3.336743273742668325e-01,4.469805050544929159e+00
1.494079073157606130e+00,6.935410114088960576e+00
-2.051582637658008745e-01,2.434673379377564117e+00
3.130677016509013644e-01,4.240214773647883462e+00
-8.540957393017247767e-01,2.214015192963077361e+00
-2.552989815834078691e+00,-1.729554100512527892e+00
6.536185954403606058e-01,3.207836400296526946e+00
8.644361988595057333e-01,5.027110571925067717e+00
-7.421650204064419443e-01,2.842055855874146442e+00
2.269754623987607633e+00,6.844941388243849900e+00
-1.454365674598764757e+00,-5.836588952520027629e-02
4.575851730144606805e-02,2.656363482881254789e+00
-1.871838500258335980e-01,4.474896028427674644e+00
1.532779214358457542e+00,6.737853185729351324e+00
1.469358769900285022e+00,6.346179376041680698e+00
1.549474256969163022e-01,2.539978776948516259e+00
3.781625196021735635e-01,4.295574230496164603e+00
-8.877857476301127537e-01,5.500958440823984219e-01
-1.980796468223926965e+00,-9.297623781735027126e-01
-3.479121493261526088e-01,1.668329622968813819e+00
1.563489691039800511e-01,3.989131233154459721e+00
1.230290680727720742e+00,6.037172178070381534e+00
1.202379848784411287e+00,5.196460941990827642e+00
-3.873268174079522730e-01,2.621353077845740565e+00
-3.023027505753355659e-01,1.302332990118823197e+00
-1.048552965067092613e+00,-5.883635228397907646e-01
-1.420017937178975176e+00,5.993558269065866195e-01
-1.706270190625012617e+00,-2.458668858774961941e-01
1.950775395231789666e+00,7.536582227355685504e+00
-5.096521817516534991e-01,4.363840411360635052e+00
-4.380743016111863786e-01,3.068330883768041417e+00
-1.252795360049926199e+00,-4.184129455440109835e-01
7.774903558319100627e-01,5.671996999759672420e+00
-1.613897847557951515e+00,-1.543703105627424188e+00
-2.127402802139687077e-01,2.112934834757353997e+00
-8.954665611936756253e-01,1.140825272288017445e+00
3.869024978592620068e-01,5.487147717367890642e+00
-5.108051375688730245e-01,1.233634902813814049e+00
-1.180632184122412109e+00,-1.877029069038386178e-01
-2.818222833865486818e-02,2.845183018897257998e+00
4.283318705304176577e-01,3.193185454698727721e+00
6.651722238316788716e-02,4.259670366872843061e+00
3.024718977397813924e-01,2.525012287116139120e+00
-6.343220936809635946e-01,5.838871602269704031e-01
-3.627411659871381255e-01,1.836697623281289937e+00
-6.724604477759510424e-01,1.157046653755793075e+00
-3.595531615405412884e-01,4.210425730735902761e+00
-8.131462820444540496e-01,2.323128242836852486e+00
-1.726282602331676852e+00,-3.650139632781628229e-01
1.774261422537528332e-01,2.129416765677337509e+00
-4.017809362082618851e-01,3.040801103985023346e+00
-1.630198346966044598e+00,-1.260612041321653942e+00
4.627822555257741777e-01,2.380793414273936648e+00
-9.072983643832421841e-01,2.373433063585817404e+00
5.194539579613895175e-02,3.420833403517127280e+00
7.290905621775368717e-01,5.379039948135892146e+00
1.289829107574106681e-01,3.576693474457842470e+00
1.139400684543300679e+00,6.135631980989291634e+00
-1.234825820353652626e+00,-1.206772340074521166e-01
4.023416411775490031e-01,2.770440440570633545e+00
-6.848100909403131986e-01,2.311974336401000585e+00
-8.707971491818817800e-01,4.549960374623953641e-01
-5.788496647644154613e-01,1.152750892720968423e+00
-3.115525321273726611e-01,1.921362432227911476e+00
5.616534222974543800e-02,3.129809843484547827e+00
-1.165149840783356483e+00,3.157064071798030835e-01
9.008264869541871001e-01,3.426701680490355173e+00
4.656624397304598428e-01,3.287706476628029062e+00
-1.536243686277223741e+00,-2.295890524778874120e+00
1.488252193795599698e+00,6.601735838618386865e+00
1.895889176030583156e+00,5.189720696454418913e+00
1.178779571159650708e+00,4.253175802890851287e+00
-1.799248358123509139e-01,2.692315407636272528e+00
-1.070752621510542513e+00,1.189317605876016870e-01
1.054451726931136646e+00,6.651918049269009536e+00
-4.031769469731796285e-01,9.007891963301921656e-01
1.222445070382427446e+00,5.711941010114037987e+00
2.082749780768602954e-01,3.377267137926224905e+00
9.766390364837127525e-01,3.785184575226227643e+00
3.563663971744018832e-01,4.236009454880557357e+00
7.065731681919481533e-01,4.241600005161648035e+00
1.050002072082047849e-02,3.792790592655308490e+00
1.785870493905835188e+00,7.395245141775402153e+00
1.269120927036199165e-01,5.417060134687929462e+00
4.019893634447016528e-01,5.140506676325795610e+00
